,Station,numPurchases,Acquisition Value,State,stateCity,Recorded Deaths
3262,MONTEZUMA POLICE DEPARTMENT,8.0,1024.42,IN,,0.0
3263,MONTGOMERY CO SHERIFF DEPARTMENT,3.0,170025.0,AL,,0.0
3264,MONTGOMERY COUNTY BOARD OF PARDONS,3.0,141069.0,AL,,0.0
3265,MONTGOMERY COUNTY CONSTABLE PCT 1,6.0,365810.63,TX,,0.0
3266,MONTGOMERY COUNTY CONSTABLE PCT 3 LEA,14.0,44676.92,TX,,0.0
3267,MONTGOMERY COUNTY CONSTABLE PCT 4,9.0,272119.18,TX,,0.0
3268,MONTGOMERY COUNTY CONSTABLE PCT 5,12.0,120591.0,TX,,0.0
3269,MONTGOMERY COUNTY FIRE MARSHALS OFFICE,7.0,78748.8,TX,,0.0
3270,MONTGOMERY COUNTY POLICE DEPARTMENT,1.0,733000.0,MD,MD: Gaithersburg,9.0
3271,MONTGOMERY COUNTY SHERIFF DEPARTMENT,266.0,2109557.1099999975,TX,TX: The Woodlands,10.0
3272,MONTGOMERY POLICE DEPARTMENT,60.0,461467.19,WV,AL: Montgomery,4.0
3273,MONTICELLO POLICE DEPARTMENT,33.0,260680.65,WI,AR: Monticello,1.0
3274,MONTOUR TOWNSHIP POLICE DEPARTMENT,1.0,150.0,PA,,0.0
3275,MONTPELIER POLICE DEPARTMENT,17.0,18478.260000000002,OH,VT: Montpelier,1.0
3276,MONTROSE POLICE DEPARTMENT,1.0,689000.0,CO,,0.0
3277,MONTVILLE POLICE DEPARTMENTMENT,8.0,43832.0,CT,,0.0
3278,MONTVILLE TWP POLICE DEPARTMENT,14.0,137373.65,OH,,0.0
3279,MONUMENT POLICE DEPARTMENT,9.0,6802.2300000000005,CO,,0.0
3280,MOODY POLICE DEPARTMENT,2.0,50559.0,TX,,0.0
3281,MOODY POLICE DEPARTMENTMENT,24.0,466879.21,AL,,0.0
3282,MOON TOWNSHIP POLICE DEPARTMENT,4.0,207934.0,PA,,0.0
3283,MOORE POLICE DEPARTMENT,20.0,735334.0,OK,OK: Moore,1.0
3284,MOORELAND POLICE DEPARTMENT,13.0,413966.44,OK,,0.0
3285,MOORESTOWN TOWNSHIP POLICE DEPARTMENT,1.0,192513.0,NJ,,0.0
3286,MOORESVILLE POLICE DEPARTMENT,15.0,6763.0,NC,,0.0
3287,MOOSIC BOROUGH POLICE DEPARTMENT,3.0,358.69,PA,,0.0
3288,MORA COUNTY SHERIFF DEPARTMENT,2.0,63135.76,NM,,0.0
3289,MORA POLICE DEPARTMENT,4.0,1996.0,MN,,0.0
3290,MORAGA POLICE DEPARTMENT,1.0,90000.0,CA,,0.0
3291,MORAINE POLICE DEPARTMENT,7.0,3493.0,OH,OH: Moraine,1.0
3292,MORAINE VALLEY COLLEGE PD HI_ED,4.0,516.0,IL,,0.0
3293,MOREHEAD CITY POLICE DEPARTMENT,25.0,7683.3099999999995,NC,,0.0
3294,MOREHEAD POLICE DEPARTMENT,1.0,658000.0,KY,,0.0
3295,MOREHEAD STATE UNVERSITY PD HI_ED,3.0,71645.0,KY,,0.0
3296,MOREHOUSE PARISH SHERIFF DEPARTMENT,40.0,19960.0,LA,,0.0
3297,MORELAND HILLS POLICE DEPARTMENT,14.0,46251.770000000004,OH,,0.0
3298,MORENCI POLICE DEPARTMENT,2.0,998.0,MI,,0.0
3299,MORGAN COUNTY SHERIFF,14.0,662321.0,IN,,0.0
3300,MORGAN COUNTY SHERIFF DEPARTMENT,205.0,2953735.5199999986,UT,CO: Fort Morgan,1.0
3301,MORGAN POLICE DEPARTMENT,1.0,499.0,MN,,0.0
3302,MORGAN STATE UNIV POLICE HI_ED,14.0,4509.0,MD,,0.0
3303,MORGANTOWN POLICE DEPARTMENT,50.0,17586.0,WV,,0.0
3304,MORIARTY POLICE DE,7.0,119746.53,NM,,0.0
3305,MORRICE POLICE DEPARTMENT,6.0,54815.4,MI,,0.0
3306,MORRILTON POLICE DEPARTMENT,28.0,6956.7,AR,,0.0
3307,MORRIS COUNTY PARK POLICE,50.0,278926.23000000004,NJ,,0.0
3308,MORRIS COUNTY SHERIFF DEPARTMENT,19.0,9311.389999999996,TX,,0.0
3309,MORRIS POLICE DEPARTMENT,6.0,2994.0,MN,,0.0
3310,MORRISON COUNTY SHERIFF DEPARTMENT,47.0,148396.0,MN,,0.0
3311,MORRISON POLICE DEPARTMENT,14.0,6460.51,CO,,0.0
3312,MORRISONVILLE POLICE DEPARTMENT,7.0,81554.07,IL,,0.0
3313,MORRISTOWN  BUREAU OF POLICE,6.0,2994.0,NJ,,0.0
3314,MORRISTOWN POLICE DEPARTMENT,140.0,1004261.9199999998,TN,TN: Morristown,2.0
3315,MORROW COUNTY  SHERIFF DEPARTMENT,7.0,2853.45,OR,,0.0
3316,MORROW POLICE DEPARTMENT,12.0,48865.0,OH,,0.0
3317,MORTON COUNTY SHERIFF DEPARTMENT,39.0,73534.19,ND,,0.0
3318,MORTON POLICE DEPARTMENT,7.0,97429.51,WA,,0.0
3319,MORVEN POLICE DEPARTMENT,38.0,638795.29,GA,,0.0
3320,MOSCOW MILLS POLICE DEPARTMENT,2.0,45166.0,MO,,0.0
3321,MOSCOW POLICE DEPARTMENT,2.0,179800.0,TN,,0.0
3322,MOSES LAKE POLICE DEPARTMENT,24.0,105013.56,WA,WA: Moses Lake,1.0
3323,MOTLEY COUNTY SHERIFF DEPARTMENT,8.0,41796.42,TX,,0.0
3324,MOTOR VEHICLE LAW ENFORCEMENT DIV,8.0,3992.0,UT,,0.0
3325,MOULTRIE COUNTY SHERIFF DEPARTMENT,1.0,335.0,IL,,0.0
3326,MOULTRIE POLICE DEPARTMENT,51.0,21353.690000000002,GA,,0.0
3327,MOUND CITY POLICE DEPARTMENT,10.0,44733.84,IL,,0.0
3328,MOUNDS POLICE DEPARTMENT,20.0,104367.85000000003,IL,,0.0
3329,MOUNDS VIEW POLICE DEPARTMENT,16.0,36300.9,MN,,0.0
3330,MOUNDSVILLE POLICE DEPARTMENT,14.0,105353.0,WV,,0.0
3331,MOUNT AIRY POLICE DEPARTMENT,8.0,1050.0,NC,,0.0
3332,MOUNT CARMEL BOROUGH POLICE,4.0,907.69,PA,,0.0
3333,MOUNT CARMEL POLICE DEPARTMENT,4.0,976.03,TN,,0.0
3334,MOUNT CARMEL TWP POLICE DEPARTMENT,3.0,1171.69,PA,,0.0
3335,MOUNT CRESTED BUTTE POLICE DEPARTMENT,5.0,1558.96,CO,,0.0
3336,MOUNT DESERT POLICE DEPARTMENT,8.0,1104.0,ME,,0.0
3337,MOUNT DORA POLICE DEPARTMENT,16.0,6661.9,FL,,0.0
3338,MOUNT GILEAD POLICE DEPARTMENT,16.0,17936.519999999993,NC,,0.0
3339,MOUNT HOLLY POLICE DEPARTMENT,7.0,3493.0,NC,NC: Mount Holly,1.0
3340,MOUNT HOPE POLICE DEPARTMENT,6.0,93515.0,WV,WV: Mt Hope,1.0
3341,MOUNT JULIET POLICE DEPARTMENT,7.0,317051.42,TN,,0.0
3342,MOUNT LEBANON POLICE DEPARTMENT,1.0,65070.0,PA,,0.0
3343,MOUNT MORRIS POLICE DEPARTMENT,2.0,998.0,NY,,0.0
3344,MOUNT MORRIS TOWNSHIP POLICE DEPARTMENT,14.0,85445.34,MI,,0.0
3345,MOUNT OLIVE CORRECTIONAL COMPLEX,2.0,43921.69,WV,,0.0
3346,MOUNT OLIVE POLICE DEPARTMENT,3.0,414.0,NC,,0.0
3347,MOUNT OLIVE TOWNSHIP POLICE DEPARTMENT,35.0,65814.0,NJ,,0.0
3348,MOUNT ORAB POLICE DEPARTMENT,14.0,1234282.47,OH,,0.0
3349,MOUNT PLEASANT POLICE DEPARTMENT,219.0,4228848.949999999,TX,TN: Mount Pleasant,2.0
3350,MOUNT RAINIER POLICE DEPARTMENT,24.0,47376.0,MD,,0.0
3351,MOUNT SHASTA POLICE DEPARTMENT,6.0,1550.0,CA,,0.0
3352,MOUNT STERLING POLICE DEPARTMENT,27.0,179469.0,KY,,0.0
3353,MOUNT SUMMIT POLICE DEPARTMENT,7.0,141091.84,IN,,0.0
3354,MOUNT VERNON POLICE DEPARTMENT,25.0,192270.37000000002,WA,OH: Mount Vernon,1.0
3355,MOUNT ZION POLICE DEPARTMENT,15.0,119137.0,IL,,0.0
3356,MOUNTAIN HOME POLICE DEPARTMENT,9.0,1910.0,AR,,0.0
3357,MOUNTAIN LAKE POLICE DEPARTMENT,4.0,1996.0,MN,,0.0
3358,MOUNTAIN LAKES POLICE DEPARTMENT,6.0,1911.0,NJ,,0.0
3359,MOUNTAIN VIEW POLICE DEPARTMENT,22.0,88175.2,MO,CO: Denver,2.0
3360,MOUNTAIN VIEW POLICE DEPARTMENT.,20.0,14980.0,CA,,0.0
3361,MOUNTAINSIDE POLICE DEPARTMENT,9.0,19196.78,NJ,,0.0
3362,MOUNTRAIL COUNTY SHERIFF DEPARTMENT,2.0,240.0,ND,,0.0
3363,MOVILLE POLICE DEPARTMENT,9.0,29071.230000000003,IA,,0.0
3364,MOWER COUNTY SHERIFF DEPARTMENT,8.0,3992.0,MN,,0.0
3365,MOWRYSTOWN POLICE DEPARTMENT,2.0,998.0,OH,,0.0
3366,MOXEE POLICE DEPARTMENT,5.0,2495.0,WA,,0.0
3367,MS BUREAU OF NARCOTICS LEA,2.0,193889.0,MS,,0.0
3368,MS DEPARTMENT OF CORRECTIONS,20.0,2760.0,MS,,0.0
3369,MS DEPARTMENT OF PUBLIC SAFETY LEA,60.0,666142.0,MS,,0.0
3370,MS DEPARTMENT OF TRANSPORTATION,7.0,966.0,MS,,0.0
3371,MS DEPARTMENT OF WILDLIFE JACKSON,8.0,1104.0,MS,,0.0
3372,MT DEPARTMENT OF CORR HELENA,24.0,2201.94,MT,,0.0
3373,MT DEPARTMENT OF FISH/WILDLIFE/PARKS  1,3.0,276870.0,MT,,0.0
3374,MT DEPARTMENT OF LIVESTOCK,1.0,92290.0,MT,,0.0
3375,MT DOJ GAMBLING CONTROL DIV,10.0,4990.0,MT,,0.0
3376,MT HIGHWAY PATROL HELENA,134.0,205379.15,MT,,0.0
3377,MT MORRIS POLICE DEPARTMENT,2.0,998.0,MI,,0.0
3378,MT OLIVE POLICE DEPARTMENT,2.0,43875.0,IL,,0.0
3379,MT STATE PRISON,12.0,5988.0,MT,,0.0
3380,MULDRAUGH POLICE DEPARTMENT,1.0,41061.0,KY,,0.0
3381,MULLICA  POLICE DEPARTMENT,1.0,104626.0,NJ,,0.0
3382,MULLINS POLICE DEPARTMENT,26.0,10250.69,SC,,0.0
3383,MULTI-COUNTY NARCOTICS  VCEU LEA,5.0,71545.0,MO,,0.0
3384,MUNCIE POLICE DEPARTMENT,63.0,1051463.1199999996,IN,IN: Muncie,3.0
3385,MUNFORD POLICE DEPARTMENT,1.0,41061.0,AL,,0.0
3386,MUNSTER POLICE DEPARTMENT,8.0,736493.0,IN,,0.0
3387,MURDO POLICE DEPARTMENT,1.0,58.71,SD,,0.0
3388,MURFREESBORO POLICE DEPARTMENT,71.0,510138.33,TN,,0.0
3389,MURPHY POLICE DEPARTMENT,16.0,4461.68,NC,,0.0
3390,MURPHYSBORO POLICE DEPARTMENT,11.0,2601.21,IL,,0.0
3391,MURRAY CITY  POLICE DEPARTMENT,1.0,65070.0,UT,,0.0
3392,MURRAY COUNTY SHERIFF DEPARTMENT,73.0,167864.12000000002,MN,,0.0
3393,MURRAY POLICE DEPARTMENT,2.0,445.55,KY,,0.0
3394,MURRAYVILLE POLICE DEPARTMENT,6.0,12523.519999999999,IL,,0.0
3395,MURRIETA POLICE DEPARTMENT,15.0,545485.0,CA,CA: Lake Elsinore,1.0
3396,MUSCATINE POLICE DEPARTMENT,1.0,733000.0,IA,,0.0
3397,MUSCLE SHOALS POLICE DEPARTMENT,33.0,181760.99,AL,,0.0
3398,MUSCOGEE COUNTY MARSHAL,13.0,1614.0,GA,,0.0
3399,MUSCOGEE COUNTY SHERIFF DEPARTMENT,74.0,33316.0,GA,,0.0
3400,MUSKEGON COUNTY SHERIFF DEPARTMENT,6.0,3501.92,MI,,0.0
3401,MUSKEGON HEIGHTS POLICE DEPARTMENT,28.0,14573.710000000001,MI,,0.0
3402,MUSKEGON TWP POLICE DEPARTMENT,16.0,33603.14,MI,,0.0
3403,MUSKINGUM CO SHERIFF DEPARTMENT,10.0,4990.0,OH,,0.0
3404,MUSKOGEE COUNTY SHERIFF DEPARTMENT,3.0,150252.0,OK,,0.0
3405,MUSKOGEE POLICE DEPARTMENT,116.0,779377.7499999994,OK,OK: Muskogee,3.0
3406,MUSSELSHELL COUNTY SHERIFF,1.0,499.0,MT,,0.0
3407,MYRTLE BEACH POLICE DEPARTMENT,315.0,1832971.959999999,SC,SC: Myrtle Beach,4.0
3408,MYRTLE CREEK POLICE DEPARTMENT,1.0,120.0,OR,,0.0
3409,MYRTLE POLICE DEPARTMENT,1.0,499.0,MS,,0.0
3410,NACOGDOCHES COUNTY SHERIFF DEPARTMENT,7.0,66981.0,TX,TX: Nacogdoches,4.0
3411,NACOGDOCHES POLICE DEPARTMENT,1.0,733000.0,TX,,0.0
3412,NAMPA POLICE DEPARTMENT,3.0,539788.0,ID,ID: Nampa,2.0
3413,NANCE COUNTY SHERIFF DEPARTMENT,4.0,895.0,NE,,0.0
3414,NANTY GLO BOROUGH POLICE DEPARTMENT,2.0,887.0,PA,,0.0
3415,NAPA POLICE DEPARTMENT,4.0,735011.0,CA,CA: Napa,3.0
3416,NAPAVINE POLICE DEPARTMENT,2.0,998.0,WA,,0.0
3417,NAPERVILLE POLICE DEPARTMENT,9.0,35793.88,IL,,0.0
3418,NAPIER FIELD POLICE DEPARTMENT,4.0,357.42,AL,,0.0
3419,NAPOLEON TWP POLICE,4.0,2996.0,MI,,0.0
3420,NASH COUNTY SHERIFF DEPARTMENT,9.0,76202.51999999999,NC,NC: Bailey,1.0
3421,NASHUA POLICE DEPARTMENT,32.0,16350.0,NH,,0.0
3422,NASHVILLE INTL AIRPORT POLICE LEA,54.0,1258138.93,TN,,0.0
3423,NASHVILLE METROPOLITAN POLICE DEPARTMENT,17.0,13602.0,IN,,0.0
3424,NASHVILLE POLICE DEPARTMENT,2.0,82122.0,GA,,0.0
3425,NASSAU BAY POLICE DEPARTMENT,1.0,41061.0,TX,,0.0
3426,NASSAU COUNTY POLICE DEPARTMENT,17.0,1545002.88,NY,NY: Inwood,4.0
3427,NASSAU COUNTY SHERIFF DEPARTMENT,45.0,217722.0,FL,FL: Fernandina Beach,6.0
3428,NATCHEZ POLICE DEPARTMENT,10.0,4990.0,MS,,0.0
3429,NATCHITOCHES PARISH SHERIFF DEPARTMENT,10.0,4990.0,LA,LA: Natchitoches,1.0
3430,NATRONA COUNTY SHERIFF DEPARTMENT,7.0,576717.0,WY,,0.0
3431,NAUGATUCK COLL PUB SAFETY HI_ED,8.0,50777.75,CT,,0.0
3432,NAUVOO POLICE DEPARTMENT,5.0,813.1300000000001,IL,,0.0
3433,NAVAJO COUNTY SHERIFF DEPARTMENT,65.0,207585.0,AZ,,0.0
3434,"NAVAJO POLICE DEPARTMENT, TUBA COUNTY DIST",3.0,176193.0,AZ,,0.0
3435,NAVARRE POLICE DEPARTMENT,14.0,2008.9700000000003,OH,,0.0
3436,NAVASOTA POLICE DEPARTMENT,4.0,234.84,TX,TX: Houston,1.0
3437,NAVASSA POLICE DEPARTMENT,5.0,5515.13,NC,,0.0
3438,NC CENTRAL UNIVERSITY POLICE  HI_ED,3.0,414.0,NC,,0.0
3439,NC DEPARTMENT OF HEALTH AND HUMAN SVCS,8.0,959.2600000000001,NC,,0.0
3440,NC DPS SPECIAL OPS INTEL UNIT,2.0,6064.0,NC,,0.0
3441,NC JUSTICE ACADEMY,1.0,138.0,NC,,0.0
3442,NC STATE HIGHWAY PATROL,4.0,369160.0,NC,,0.0
3443,NC STATE PORT AUTHORITY POLICE,10.0,1236.0,NC,,0.0
3444,ND BUREAU OF CRIMINAL INV LEA,209.0,241829.82000000015,ND,,0.0
3445,ND DEPARTMENT OF CORRECTIONS,65.0,13485.0,ND,,0.0
3446,ND PARKS AND RECREATION DEPARTMENT LEA,13.0,1686.0,ND,,0.0
3447,ND PAROLE AND PROBATION LEA,42.0,15187.45,ND,,0.0
3448,NE AL LAW ENFORCEMENT ACADEMY,50.0,11685.0,AL,,0.0
3449,NE STATE PATROL,8.0,1866019.0,NE,,0.0
3450,NECEDAH POLICE DEPARTMENT,12.0,23037.87,WI,,0.0
3451,NEENAH POLICE DEPARTMENT,9.0,736992.0,WI,WI: Neenah,2.0
3452,NELSON COUNTY SHERIFF  OFFICE,1.0,41447.0,VA,,0.0
3453,NELSON COUNTY SHERIFF DEPARTMENT,15.0,2051.0,ND,,0.0
3454,NELSONVILLE POLICE DEPARTMENT,19.0,73545.23,OH,,0.0
3455,NEMAHA COUNTY SHERIFF DEPARTMENT,13.0,5765.0,NE,,0.0
3456,NEODESHA POLICE DEPARTMENT,11.0,48237.0,KS,,0.0
3457,NEOSHO POLICE DEPARTMENT,5.0,600.0,MO,MO: Neosho,1.0
3458,NEPHI POLICE DEPARTMENT,23.0,70798.0,UT,,0.0
3459,NEPTUNE CITY POLICE DEPARTMENT,11.0,204048.0,NJ,,0.0
3460,NEVADA COUNTY SHERIFF DEPARTMENT,21.0,760015.46,CA,CA: Grass Valley,1.0
3461,NEVIS POLICE DEPARTMENT,2.0,637.0,MN,,0.0
3462,NEW  BERN POLICE DEPARTMENT,28.0,13972.0,NC,,0.0
3463,NEW ALBANY POLICE DEPARTMENT,132.0,169639.78,IN,MS: New Albany,3.0
3464,NEW ALEXANDRIA POLICE DEPARTMENT,3.0,237.42000000000002,OH,,0.0
3465,NEW ATHENS POLICE DEPARTMENT,10.0,1748.8400000000001,IL,,0.0
3466,NEW BADEN POLICE DEPARTMENT,15.0,33164.899999999994,IL,,0.0
3467,NEW BEDFORD POLICE DEPARTMENT,54.0,846530.0,MA,,0.0
3468,NEW BERLIN POLICE DEPARTMENT,18.0,94472.05000000002,IL,,0.0
3469,NEW BETHLEHEM BOROUGH POLICE DEPARTMENT,2.0,998.0,PA,,0.0
3470,NEW BOSTON POLICE DEPARTMENT,4.0,1996.0,OH,TX: New Boston,1.0
3471,NEW BRANTREE POLICE DEPARTMENT,6.0,272260.05,MA,,0.0
3472,NEW BRAUNFELS POLICE DEPARTMENT,2.0,82122.0,TX,,0.0
3473,NEW BRITAIN POLICE DEPARTMENT,57.0,979512.58,CT,CT: New Britain,2.0
3474,NEW BRITAIN TOWNSHIP POLICE DEPARTMENT,25.0,707289.9199999998,PA,,0.0
3475,NEW BRUNSWICK POLICE DEPARTMENT,11.0,83791.2,NJ,,0.0
3476,NEW BUFFALO POLICE DEPARTMENT,72.0,125619.66000000002,MI,,0.0
3477,NEW CANAAN POLICE DEPARTMENT,4.0,51140.95,CT,,0.0
3478,NEW CARLISLE POLICE DEPARTMENT,6.0,50551.0,IN,,0.0
3479,NEW CARROLLTON POLICE DEPARTMENT,16.0,7629.0,MD,,0.0
3480,NEW CASTLE CITY POLICE DEPARTMENT,12.0,18810.38,DE,,0.0
3481,NEW CASTLE COUNTY  POLICE DEPARTMENT,116.0,617308.0,DE,,0.0
3482,NEW CASTLE POLICE DEPARTMENT,356.0,1450298.6300000001,PA,PA: New Castle,3.0
3483,NEW CHICAGO POLICE DEPARTMENT,8.0,4613.1,IN,,0.0
3484,NEW DURHAM POLICE DEPARTMENT,2.0,998.0,NH,,0.0
3485,NEW HANOVER COUNTY SHERIFF DEPARTMENT,65.0,71581.15999999999,NC,NC: Ogden,2.0
3486,NEW HARTFORD POLICE DEPARTMENT,1.0,89900.0,NY,,0.0
3487,NEW HAVEN POLICE DEPARTMENT,37.0,10631.099999999995,IN,,0.0
3488,NEW HOLSTEIN POLICE DEPARTMENT,3.0,1497.0,WI,,0.0
3489,NEW HOPE POLICE DEPARTMENT,6.0,665122.02,MN,MN: New Hope,1.0
3490,NEW JOHNSONVILLE POLICE DEPARTMENT,10.0,197689.84,TN,,0.0
3491,NEW KENSINGTON POLICE DEPARTMENT,13.0,467058.3400000001,PA,,0.0
3492,NEW KNOXVILLE POLICE DEPARTMENT,3.0,237.42000000000002,OH,,0.0
3493,NEW LEBANON POLICE,2.0,240.0,OH,,0.0
3494,NEW LENOX POLICE DEPARTMENT,6.0,2994.0,IL,,0.0
3495,NEW LEXINGTON POLICE DEPARTMENT,17.0,97382.75,OH,,0.0
3496,NEW LISBON POLICE DEPARTMENT,11.0,88132.92,WI,,0.0
3497,NEW LONDON POLICE DEPARTMENT,8.0,61553.0,OH,CT: New London,2.0
3498,NEW LOTHROP POLICE DEPARTMENT,1.0,335.0,MI,,0.0
3499,NEW MADRID COUNTY CAMPUS  POLICE K-12,5.0,2495.0,MO,,0.0
3500,NEW MADRID COUNTY SHERIFF DEPARTMENT,1.0,41061.0,MO,,0.0
3501,NEW MADRID POLICE DEPARTMENT,14.0,56898.12,MO,,0.0
3502,NEW MARKET POLICE DEPARTMENT,29.0,129599.57,TN,,0.0
3503,NEW MARTINSVILLE POLICE DEPARTMENT,3.0,775.0,WV,,0.0
3504,NEW MIDDLETOWN POLICE DEPARTMENT,13.0,6634.42,OH,,0.0
3505,NEW MILFORD POLICE DEPARTMENT,76.0,412501.4,NJ,CT: New Milford,1.0
3506,NEW ORLEANS POLICE DEPARTMENT,8.0,2187.0,LA,LA: New Orleans,11.0
3507,NEW PHILADELPHIA POLICE DEPARTMENT,7.0,2771.0,OH,,0.0
3508,NEW PROVIDENCE POLICE DEPARTMENT,5.0,851.96,NJ,,0.0
3509,NEW RICHLAND POLICE DEPARTMENT,2.0,637.0,MN,,0.0
3510,NEW ROADS POLICE DEPARTMENT,25.0,2229.8100000000004,LA,,0.0
3511,NEW SITE POLICE DEPARTMENT,8.0,51641.38,AL,,0.0
3512,NEW SMYRNA BEACH POLICE DEPARTMENT,1.0,733000.0,FL,,0.0
3513,NEW VIENNA POLICE DEPARTMENT,1.0,138.0,OH,,0.0
3514,NEW WINDSOR POLICE DEPARTMENT,1.0,50458.0,NY,,0.0
3515,NEW YORK CITY POLICE DEPARTMENT,2.0,1523000.0,NY,,0.0
3516,NEWARK POLICE DEPARTMENT,11.0,226150.24,NJ,NJ: Newark,10.0
3517,NEWAYGO COUNTY SHERIFF DEPARTMENT,3.0,851683.55,MI,,0.0
3518,NEWAYGO POLICE DEPARTMENT,5.0,91897.0,MI,,0.0
3519,NEWBERRY COUNTY SHERIFF DEPARTMENT,83.0,1293864.9,SC,,0.0
3520,NEWBERRY POLICE DEPARTMENT,2.0,1394.0,SC,,0.0
3521,NEWBERRY TOWNSHIP POLICE DEPARTMENT,20.0,8316.26,PA,,0.0
3522,NEWBURGH CITY POLICE DEPARTMENT,1.0,50458.0,NY,,0.0
3523,NEWBURGH POLICE DEPARTMENT,11.0,46281.0,IN,,0.0
3524,NEWBURGH TOWN POLICE DEPARTMENT,4.0,115884.58,NY,,0.0
3525,NEWBURY POLICE DEPARTMENT,1.0,138.0,MA,,0.0
3526,NEWCASTLE POLICE DEPARTMENT,37.0,230015.41,WA,,0.0
3527,NEWINGTON POLICE DEPARTMENT,1.0,733000.0,CT,,0.0
3528,NEWNAN POLICE DEPARTMENT,42.0,1078374.4,GA,,0.0
3529,NEWPORT BEACH POLICE DEPARTMENT,1.0,65070.0,CA,CA: Newport Beach,2.0
3530,NEWPORT NEWS POLICE DEPARTMENT,85.0,28951.0,VA,VA: Newport News,4.0
3531,NEWPORT POLICE DEPARTMENT,29.0,151107.54999999996,OR,,0.0
3532,NEWTON CO. PROSECUTORS OFFICE LEA,2.0,117.42,IN,,0.0
3533,NEWTON COUNTY SHERIFF DEPARTMENT,48.0,835548.6,MO,GA: Covington,2.0
3534,NEWTON POLICE DEPARTMENT,21.0,259761.73,NC,KS: Newton,2.0
3535,NEWTOWN POLICE DEPARTMENT,2.0,657.0,CT,,0.0
3536,NEWTOWN TOWNSHIP POLICE DEPARTMENT,10.0,7490.0,PA,,0.0
3537,NEWVILLE POLICE DEPARTMENT,2.0,5222.48,AL,,0.0
3538,NH STATE POLICE,2.0,32650.0,NH,,0.0
3539,NIAGARA COUNTY SHERIFF DEPARTMENT,9.0,424091.0,NY,,0.0
3540,NIAGARA FRONTIER TRANS AUTHORITY PD,4.0,552.0,NY,,0.0
3541,NIAGARA POLICE DEPARTMENT,2.0,12100.0,NY,,0.0
3542,NICEVILLE POLICE DEPARTMENT,1.0,65070.0,FL,,0.0
3543,NICHOLASVILLE POLICE DEPARTMENT,53.0,15588.0,KY,,0.0
3544,NICHOLLS POLICE DEPARTMENT,4.0,1115.42,GA,,0.0
3545,NICOLLET COUNTY SHERIFF DEPARTMENT,33.0,4626.080000000001,MN,,0.0
3546,NILES POLICE DEPARTMENT,134.0,1893038.49,OH,MI: Niles,2.0
3547,NINNEKAH POLICE DEPARTMENT,4.0,1996.0,OK,,0.0
3548,NIOBRARA COUNTY SHERIFF DEPARTMENT,27.0,5380.81,WY,,0.0
3549,NITRO POLICE DEPARTMENT,5.0,1773.0,WV,WV: Nitro,1.0
3550,NIXA POLICE DEPARTMENT,27.0,745974.0,MO,,0.0
3551,NJ FISH AND WILDLIFE BUREAU OF LAW,31.0,13443.0,NJ,,0.0
3552,NJ STATE POLICE AVIATION BUREAU,1.0,92290.0,NJ,,0.0
3553,NJ STATE POLICE TRENTON,26.0,226000.69999999995,NJ,,0.0
3554,NJ STATE POLICE-FIELD OPS SECTION,7.0,334412.0,NJ,,0.0
3555,NJ TRANSIT POLICE,7.0,966.0,NJ,,0.0
3556,NM DEPARTMENT OF CORRECTIONS,1.0,600000.0,NM,,0.0
3557,NM MOUNTED PATROL,1.0,335.0,NM,,0.0
3558,NM STATE POLICE,13.0,327831.62,NM,,0.0
3559,NM STATE UNIVERSITY POLICE HI_ED,1.0,733000.0,NM,,0.0
3560,NOBLE COUNTY SHERIFF DEPARTMENT,4.0,480.0,OH,,0.0
3561,NOBLES COUNTY SHERIFF DEPARTMENT,7.0,68064.0,MN,,0.0
3562,NOBLESVILLE POLICE DEPARTMENT,22.0,6689.84,IN,,0.0
3563,NOCONA POLICE DEPARTMENT,104.0,531668.65,TX,TX: Nocona,1.0
3564,NOEL MARSHALS OFFICE,1.0,50458.0,MO,,0.0
3565,NOKOMIS POLICE DEPARTMENT,10.0,1344.5500000000002,IL,IL: Nokomis,1.0
3566,NORCROSS POLICE DEPARTMENT,7.0,49054.509999999995,GA,,0.0
3567,NORFOLK POLICE DEPARTMENT,27.0,97135.0,VA,VA: Norfolk,11.0
3568,NORLINA POLICE DEPARTMENT,19.0,78939.23,NC,,0.0
3569,NORMAN COUNTY SHERIFF DEPARTMENT,4.0,552.0,MN,,0.0
3570,NORMAN PARK POLICE DEPARTMENT,7.0,43523.369999999995,GA,,0.0
3571,NORMANDY POLICE DEPARTMENT,1.0,50458.0,MO,,0.0
3572,NORPHLET POLICE DEPARTMENT.,5.0,416.12999999999994,AR,,0.0
3573,NORRIS PUBLIC SAFETY,18.0,19929.92,TN,,0.0
3574,NORTH AUGUSTA POLICE,72.0,684120.43,SC,,0.0
3575,NORTH AURORA POLICE DEPARTMENT,21.0,280634.25,IL,IL: Geneva,2.0
3576,NORTH BALTIMORE POLICE DEPARTMENT,9.0,553.29,OH,,0.0
3577,NORTH BRANFORD POLICE DEPARTMENT,7.0,3493.0,CT,,0.0
3578,NORTH BRUNSWICK POLICE DEPARTMENT,4.0,63654.28,NJ,,0.0
3579,NORTH CANTON POLICE DEPARTMENT,26.0,11169.0,OH,,0.0
3580,NORTH CHICAGO POLICE DEPARTMENT,7.0,966.0,IL,,0.0
3581,NORTH COLLEGE HILL POLICE,47.0,7702.070000000001,OH,,0.0
